"question_id";"question";"answer"
"3227";"What is death location of collaborator of Man with a Movie Camera ?";""
"3228";"What is typeface/font of Enûma Eliš ?";""
"3229";"What is sports league of team played for of Willie Williams ?";"Southeastern Conference"
"3230";"What is teacher of of studied at of Antonio Ermolao Paoletti ?";""
"3231";"What is the language regulatory body and the country of Urdu ?";"National Language Authority, National Language Authority, National Language Authority, National Language Authority, National Language Authority, National Language Authority, National Language Authority"
"3232";"what is the start time for Hurrem sultan has country of citizenship as Crown of the Kingdom of Poland ?";""
"3233";"Does the total exports of the Northern England equals 53549000000";"True"
"3234";"What is Amphibian Species of World ID of Goliath frog ?";"Anura/Conrauidae/Conraua/Conraua-goliath"
"3235";"How many brand are to/by iPhone ?";"3"
"3236";"What is Surman ID of John Bunyan ?";"4090"
"3237";"What is tributary of on harbour of Beirut ?";"Rhône, Nile, Ebro, Júcar-Xúquer, Guadiaro, Guadalhorce, Guadalmedina, Guadalfeo, Adra River, Andarax, Almanzora, Segura, Turia, Mijares River, Salso, Francolí River, Llobregat, Tordera, Ter, Fluvià, Palancia, Serpis, Hérault, Manavgat River, Orontes River, Aude, Nahal Sorek, Köprüçay River, Alcantara, Agly, Aksu River, Cagne, Litani River, torrent de Pareis, Loup, Foix, Argens, Siagne, Huveaune, Göksu, Muga, Besòs, Dim River, Chelif River, Vinalopó, Irminio, Seyhan River, Hamiz, Var, Girona River, Nahal Taninim, Ceyhan River, Verdura, Brague, Ciane, Gela, Moulouya River, Megalopotamos, Lez, Solenzara, Torto, Fango, ""Nahal Mearot Nature Reserve"", Liamone, Têt, Gravona, Xanthos, Grand-Rhône, Guadalmina River, Petit-Rhône, Sénia River, Alexander, Nahr al-Kalb, Taravo, Orb, Gialias, Tech, Rizzanese, Vidourle, Rhummel River, Riera de Calonge, Río Algar, Ostriconi, Ippari, Berre, Oued El Harrach, Lakhish River, Hadera Stream, Nahr al-Kabir al-Janoubi, Nahal Poleg, HaBesor Stream, ""Gaaton River"", Agay, Daró, Aliso, Baillaury, Nile basin, Rhône basin, Batailler, Nachal Evta, Diarízos, Fossan, ""Riou de lArgentière"", Mezitli River, Grande Frayère River, Rec de Treumal, Ruisseau des Aygalades, Rec Madral, Oued Amar, Oued Annassers, Oued Ardjem, Oued Atoun, Oued Ben Amar, Oued Ben Mehdi, Oued Béni Messous, Oued Djemâa, Oued Djemaïa, Oued El Hamiz, Oued Kniss, oued Réghaïa, Առիմակդիս, Antas River, Բաբաչայ, Verde River, Barranc dels Racons, Aguas River, Almería, Riberette, Ravaner, ""Rec den Massoni"", נחל עמירם, Naẖal ‘Aliyya, Ter basin, נחל יסף, Nahal Betzet, Nahal Kziv, Awali River, Buggiu, Béal de Jean Natte, Canal de Caronte, Chiuni, Chíllar, Dardo, Eygoutier, Figarella, ""FiumAlbino"", Damour river, Paillon, Gapeau, Giscle, Grand Vallat, Las, Libron, Liscia, Liscu, Prunelli, Magnan, Maravenne, Massane, Mazafran River, Rambla de las Ovejas, Nahr Achqout, Nahr Al Madfoun, Nahr El Assfour, Nahr El Joura, Nahr El Qoleiaat, Beirut River, Ghadir River, Olmeta, Ortolo, Oued Kiss, Oued Miliane, Pellegrin, Gaià River, Porto, Préconil, Regino, Roubaud, Sagone, Salaison, Salle, Santu, Seybouse River, Berdan River, U Guadu Grande, Ventilegne, Arena (river), Carboj, Fiumara di Modica, Limonlu Çayı, Mazaro, Modione, Naro, Rifriscolaro, Nachal Oren, Nahal Ezov, Nahal Giborim, Nahal Galim, Nahal Maharal, Nahal Siach, Банияс (река), Ieropotamos River, Río de Oro, Borrigo, Carei, Chrysochou River, Gorbio, Guadarranque, Müftü River, Naẖal Daliyya, Wadi al-Ḥaṣā, Amadorio River, ""Canal de la Dreta de lEbre"", ""Canal de lEsquerra de lEbre"", Carraixet, Cérvol River, Gorgos, Montnegre River, Veo River, Spain, Vaca River, Wadi al-Arish, Belcaire River, Riera de Riudecanyes, Riu Bullent, Torrent de Muro, Nachal Achuza, Nachal Amik, Nachal Bejt ha-Emek, Nachal Megadim, Nachal Ovadja, Nachal Silka, Naẖal Sha‘al, Nachal Šikmona, Cadoule"
"3238";"what is the for work for James Coburn has nominated for as Academy Award for Best Supporting Actor ?";"Affliction"
"3239";"What is Amazon author page of Oprah Winfrey ?";"B004WA76WY"
"3240";"What is founder of Scientology, that has death place is Creston ?";"L. Ron Hubbard"
"3241";"What is headquarters location of University of Washington that is located at street address is Room 139 ?";""
"3242";"What is played by of predecessor of Live at the Copa ?";"Bobby Vinton"
"3243";"What is the video game character for present in work of Sonic the Hedgehog";"Sonic the Hedgehog, Shadow the Hedgehog, Doctor Eggman, Rouge the Bat, Silver the Hedgehog, Big the Cat, E-101 Beta, E-102 Gamma, E-105 Zeta, E-103 Delta, E-104 Epsilon, Eggrobo, Emerl, Metal Knuckles, Tails Doll, Princess Sally Acorn, Chao Chocola, Froggy, Pachacamac the Echidna, Wave the Swallow, Eggman Nega, Badnik"
"3244";"Give me comics character that contributor(s) to the creative work Art Babbitt and which contains the word goofy in their name";"Goofy"
"3245";"what is the replaces for Donald Rumsfeld has position held as White House Chief of Staff ?";"Alexander Haig"
"3246";"What is studied at of writer of Schizophrenia is not associated with DRD4 48-base-pair-repeat length or individual alleles: results of a meta-analysis. ?";"University of Iowa, Stony Brook University"
"3247";"What is the product or material produced and the uses of Human ?";"artefact, artefact"
"3248";"What is the human for head of government of Warsaw";"Rafał Trzaskowski"
"3249";"What is fictional universe described in of fictional universe where entity is from of Stone Table ?";"The Horse and His Boy, Prince Caspian, The Voyage of the Dawn Treader, The Silver Chair, The Chronicles of Narnia, The Chronicles of Narnia: The Voyage of the Dawn Treader, ""The Magicians Nephew"", The Chronicles of Narnia, The Lion, the Witch, and the Wardrobe, The Chronicles of Narnia, The Lion, the Witch and the Wardrobe"
"3250";"what is the for work for Gig Young has award received as Academy Award for Best Supporting Actor ?";"They Shoot Horses, Don't They?"
"3251";"What is continent of Antarctic Peninsula, that has discoverer is Fabian Gottlieb von Bellingshausen ?";"Antarctica"
"3252";"What is spouse of Napoleon that is start time is 1810-4-1 ?";"Marie Louise I, Duchess of Parma"
"3253";"Give me road bridge that designed by Joseph Strauss and which that starts with 'b'";""
"3254";"What is tributary of geographical region of Pine Hill ?";"Cape Cod Canal, Slocums River"
"3255";"What is the human for chief executive officer of BP";"Bernard Looney"
"3256";"Does the volume as quantity of the picoliter equals 0.000001";"False"
"3257";"Does the combustion enthalpy of the ethanol less than -1640.4";"False"
"3258";"How many domain of saint or deity are for Saint Nicholas ?";"24"
"3259";"What is see also of kinship ?";""
"3260";"What is located in the administrative territorial entity of Astana that is start time is 1920-8-26 ?";"Kirghiz Autonomous Socialist Soviet Republic"
"3261";"what is the point in time for Northern England has population as 14933000 ?";""
"3262";"What is sector of distributed by of Stretch Armstrong & The Flex Fighters ?";"streaming media, DVD-by-mail"
"3263";"What is number of matches played and number of points/goals/set scored of Gordon Banks has member of sports team as St Patrick's Athletic F.C.";"1"
"3264";"what is the start time for Alicia Vikander has spouse as Michael Fassbender ?";"2017-10-14T00:00:00Z"
"3265";"What is based in of Operation Market Garden, that has inflation rate of consumer price index is 7.3 ?";""
"3266";"What is elected in and end cause of Edward Heath has position held as Member of the 43rd Parliament of the United Kingdom";"1964 United Kingdom general election"
"3267";"What is the television film for producer of Jim Henson";"The Tale of the Bunny Picnic, The Christmas Toy"
"3268";"What is cause of destruction of Colossus of Rhodes ?";"292 BC Rhodes earthquake"
"3269";"What is the film for composer of Pete Townshend";"Quadrophenia, The Who at Kilburn: 1977, Goodfellas"
"3270";"What is educated at of Stefan Raab that is academic major is jurisprudence ?";"Bielefeld University"
"3271";"What is point in time and prize money of John Steinbeck has award received as Nobel Prize in Literature";"1962-01-01T00:00:00Z"
"3272";"What is item used of plays of Amateur Athletic Association of England ?";"athletics track"
"3273";"What is spouse of Aaron Spelling that is start time is 1953-1-1 ?";"Carolyn Jones"
"3274";"Does the basic reproduction number of the Ebola virus equals 1.51";"True"
"3275";"What is population of Caloocan that is determination method is census ?";"1583978, 1381610, 1177604, 145523, 7847, 1661584, 763415, 467816, 58208, 1489040, 274453, 38820, 397201, 19551, 1023159"
"3276";"What is the greenhouse gas with the MIN(sublimation temperature) whose has effect is carbon dioxide exposure  ?";""
"3277";"What is endtime of battle of Harvey Williams Cushing ?";"1918-11-11T00:00:00Z"
"3278";"what is the prize money for Wisława Szymborska has award received as Nobel Prize in Literature ?";"7400000"
"3279";"How many doctoral student are for Lawrence Klein ?";"17"
"3280";"what is the point in time for YouTube has award received as Peabody Award ?";"2008-01-01T00:00:00Z"
"3281";"What is median lethal dose of acetaldehyde that is route of administration is subcutaneous injection ?";"560, 640"
"3282";"What is Banglapedia (English version) ID of organic agriculture ?";"Organic_Farming"
"3283";"What is next crossing upstream of Banpo Bridge ?";"Dongjak Bridge"
"3284";"How many parent astronomical body are to/by Jupiter ?";"89"
"3285";"Give me animated film that film crew member Joe Grant and which contains the word king in their name";""
"3286";"What is employment of Elizabeth Arden, that has field of this employment is entrepreneurship ?";""
"3287";"What is nominated for of Arthur Miller that is point in time is 1997-0-0 ?";"BAFTA Award for Best Adapted Screenplay, Satellite Award for Best Adapted Screenplay"
"3288";"How many narrative location are to/by Nevada ?";"89"
"3289";"What is implementation of of Hypertext Transfer Protocol ?";"curl, HTTP client, hyper, web server"
"3290";"What is child of Louis IX of France and date of birth";"1255-01-01T00:00:00Z, 1240-01-01T00:00:00Z, 1250-01-01T00:00:00Z, 1250-01-01T00:00:00Z, 1256-01-01T00:00:00Z, 1242-01-01T00:00:00Z, 1246-01-01T00:00:00Z, 1247-01-01T00:00:00Z, 1245-05-14T00:00:00Z, 1253-01-01T00:00:00Z, 1244-01-01T00:00:00Z"
"3291";"What is nominated for of The Shawshank Redemption that is point in time is 1995-2-14 ?";"Academy Award for Best Picture"
"3292";"What is land of alumna of of Francis ?";"Argentina, Argentina"
"3293";"Did Rosa_Parks place of death Detroit?";"True"
"3294";"What is Unified Astronomy Thesaurus ID of winter solstice ?";"1804"
"3295";"What is residence of Abraham ibn Ezra that is start time is 1161-0-0 ?";"Provence"
"3296";"What is Panthéon des sports du Québec ID of Maurice Richard ?";"1211"
"3297";"Does the total shots in career of the Rick Adduono equals 1";"True"
"3298";"What is specialism of writers of The Large Scale Structure of Space-Time ?";"cosmology, general relativity, theoretical physics, quantum gravity, applied mathematics"
"3299";"How many tributary are for Arkansas River ?";"29"
"3300";"what is the instance of for Henry I of France has date of birth as 1008-5-4 ?";"statement with Gregorian date earlier than 1584"
"3301";"What is active in of Carl von Ossietzky, that has diplomatic relation is Argentina ?";""
"3302";"Does the enthalpy of vaporization of the ibogaine less than 89.88";"True"
"3303";"what is the start time for Surat has located in the administrative territorial entity as Bombay State ?";"1947-08-15T00:00:00Z"
"3304";"What is head of government of Phoenix that is start time is 2004-0-0 ?";"Phil Gordon"
"3305";"Did Middle_East located in time zone UTC+03:00 and UTC+03:30 ?";"True"
"3306";"What is population of New Valley Governorate that is point in time is 2017-3-28 ?";"241247"
"3307";"What is the region of the Northern Territory for replaced by of Northern Territory";""
"3308";"what is the start time for William Herschel has position held as President of the Royal Astronomical Society ?";"1821-01-01T00:00:00Z"
"3309";"How many recorded at are for Pet Sounds ?";"4"
"3310";"What is founders of Onyanko Club, that has language native is Japanese ?";"Yasushi Akimoto"
"3311";"What is Christian name of Ben Daniels, that has equivalent to is Benedicto ?";"Ben"
"3312";"How many nominated for are to/by Palme d'Or ?";"14"
"3313";"what is the point in time for Karl Popper has award received as Otto Hahn Peace Medal ?";"1993-01-01T00:00:00Z"
"3314";"what is the start time for Belgrade has country as Territory of the Military Commander in Serbia ?";"1941-04-22T00:00:00Z"
"3315";"What is label in sign language of university ?";"http://commons.wikimedia.org/wiki/Special:FilePath/Csc-universitat-spreadthesign.ogv"
"3316";"What is ideology of political party of Christian Emil Stoud Platou ?";"liberal conservatism"
"3317";"What is battle of son of of Uday Hussein ?";"Gulf War, Iran–Iraq War, Iraq War, 1991 Iraqi uprisings, Invasion of Kuwait, Iraqi invasion of Iran, Iraqi–Kurdish conflict, Kurdish Rebellion of 1983"
"3318";"Does the block size of the FEAL equals 64";"True"
"3319";"What is number of matches played and number of points/goals/set scored of Eric Cantona has member of sports team as F.C. Girondins de Bordeaux";"11"
"3320";"What is population of Laos that is point in time is 1960-0-0 ?";"2119731"
"3321";"What is Peakbagger area ID of Mascarene Islands ?";"673"
"3322";"What is name after of Maxwell's equations, that has craft is university teacher ?";"James Clerk Maxwell"
"3323";"what is the sourcing circumstances for Pietro Perugino has student of as Andrea del Verrocchio ?";"presumably"
"3324";"what is the point in time for Anna Paquin has award received as Theatre World Award ?";"2002-01-01T00:00:00Z"
"3325";"Does the gross tonnage of the MV Loch Tarbert less than 168.8";"False"
"3326";"What is the stadium for home venue of Chicago Bears";"Soldier Field"
"3327";"How many local dialing code are for Sydney ?";"21"
"3328";"How many position played on team / speciality are to/by sprinting ?";"13"
"3329";"what is the point in time for John Green has nominated for as Guardian Children's Fiction Prize ?";"2013-01-01T00:00:00Z"
"3330";"What is production company of The Walt Disney Company ?";"The Computer Wore Tennis Shoes, ""Donalds Crime"", Snow White and the Seven Dwarfs, The Suite Life Movie, One Hundred and One Dalmatians, Society Dog Show, Lady and the Tramp, The Reluctant Dragon, The Pointer, The Aristocats, Alice in Wonderland, Cinderella, ""The Lion King II: Simbas Pride"", The Jungle Book, The Sword in the Stone, The Happiest Millionaire, Sleeping Beauty, Lt. Robin Crusoe, U.S.N., ""Lady and the Tramp II: Scamps Adventure"", Tarzan II, Peter Pan, ""The Worlds Greatest Athlete"", The Black Hole, Candleshoe, The Black Cauldron, Rob Roy, the Highland Rogue, Treasure Island, The Biscuit Eater, Aida, Napoleon and Samantha, ""The Last Flight of Noahs Ark"", Night Crossing, The Many Adventures of Winnie the Pooh, ""Mickeys Trailer"", Lend a Paw, ""Mickeys Parrot"", The Picnic, The Legend of Lobo, The Nifty Nineties, ""The Gallopin Gaucho"", Tron, Greyfriars Bobby, Mickey and the Seal, The Three Lives of Thomasina, Miracle of the White Stallions, Beauty and the Beast: The Enchanted Christmas, ""Mickeys Birthday Party"", ""Orphans Benefit"", Herbie Goes Bananas, The Whoopee Party, The Three Caballeros, Jake & Blake, The Living Desert, Make Mine Music, ""Mickeys Delayed Date"", Mickey Cuts Up, Working for Peanuts, Boat Builders, The Barefoot Executive, ""Mickeys Orphans"", The Simple Things, Lonesome Ghosts, Steamboat Willie, Fish Hooks, Saludos Amigos, ""Plutos Party"", Ye Olden Days, Fun and Fancy Free, The Adventures of Ichabod and Mr. Toad, Melody Time, Bone Trouble, Cadet Kelly, Midnight Madness, Gargoyles, Vincent, Fantasia, Bedknobs and Broomsticks, Wendy Wu: Homecoming Warrior, The Klondike Kid, The Story of Robin Hood and His Merrie Men, The Country Cousin, ""Recess: Schools Out"", Truant Officer Donald, One Magic Christmas, Bon Voyage!, Zorro, A Christmas Carol, The Mickey Mouse Club, Davy Crockett, King of the Wild Frontier, That Darn Cat!, The Mail Pilot, Robin Hood, Motorcity, Symphony Hour, Aladdin, The Rescuers, The Fox and the Hound, Dumbo, Bambi, 20,000 Leagues Under the Sea, White Wilderness, Condorman, Splash, ""Mickeys Revue"", Never a Dull Moment, ""Der Fuehrers Face"", Building a Building, The Mad Doctor, The Plow Boy, The Opry House, The Karnival Kid, Good Scouts, Three Orphan Kittens, Seal Island, ""Chip an Dale"", The Ugly Duckling, Toot, Whistle, Plunk and Boom, ""Mickeys Circus"", Moving Day, ""Mickeys Polo Team"", Gulliver Mickey, On Ice, A Tiger Walks, Thru the Mirror, ""Its Tough to Be a Bird"", ""Darby OGill and the Little People"", Magician Mickey, The Ugly Duckling, 16 Wishes, Dragonslayer, The Hunchback of Notre Dame II, The Moon-Spinners, Son of Flubber, The Strongest Man in the World, The Absent-Minded Professor, Escape to Witch Mountain, The Cat from Outer Space, ""Orphans Benefit"", The Tortoise and the Hare, The Parent Trap, The Old Mill, Three Little Pigs, The Wise Little Hen, ""Teachers Pet"", Disney’s Friends for Change Games 2011, ""Disneys Friends for Change Games"", The Sword and the Rose, Doug, DuckTales the Movie: Treasure of the Lost Lamp, Education for Death, Ferdinand the Bull, Almost Angels, The Love Bug, The Love Bug, ""Petes Dragon"", Emil and the Detectives, Song of the South, ""Now You See Him, Now You Dont"", Swiss Family Robinson, Winnie the Pooh and the Blustery Day, Ten Who Dared, Private Pluto, Flowers and Trees, ""Blackbeards Ghost"", Paul Bunyan, People and Places, Goliath II, Pass the Plate, ""Mickeys Christmas Carol"", One of Our Dinosaurs Is Missing, Teen Spirit, The Shaggy Dog, Herbie Rides Again, The Gnome-Mobile, Toy Tinkers, Mr. Duck Steps Out, The Island at the Top of the World, Plane Crazy, Savage Sam, Modern Inventions, ""Donalds Nephews"", Unidentified Flying Oddball, Lambert the Sheepish Lion, The Watcher in the Woods, Old Yeller, Return from Witch Mountain, Mother Goose Goes Hollywood, One Little Indian, The Cookie Carnival, ""Santas Workshop"", Grand Canyon, The Great Locomotive Chase, Kidnapped, Scandalous John, The Apple Dumpling Gang, So Dear to My Heart, Pigs Is Pigs, Brave Little Tailor, Pluto at the Zoo, ""Plutos Blue Note"", Herbie, the Love Bug, Reason and Emotion, The Wuzzles, Summer Magic, Follow Me, Boys!, The Chain Gang, Hawaiian Holiday, ""Squatters Rights"", Mother Pluto, ""Donalds Double Trouble"", Moon Pilot, Trombone Trouble, Early to Bed, The Ugly Dachshund, The Clock Watcher, The Grain That Built a Hemisphere, The Story of Menstruation, ""Donalds Ostrich"", The Band Concert, Donald and Pluto, The Million Dollar Duck, Victory Through Air Power, Pollyanna, Music Land, Donald Gets Drafted, The Sign of Zorro, Who Killed Cock Robin?, The Vanishing Prairie, Don Donald, ""Dougs 1st Movie"", Winnie the Pooh and the Honey Tree, Winnie the Pooh and Tigger Too, Clock Cleaners, Little Hiawatha, Fall Out Fall In, The Little Whirlwind, Academy Award Review of Walt Disney Cartoons, Officer Duck, ""Alices Day at Sea"", ""Alices Spooky Adventure"", Alice Gets Stung, Alice the Toreador, ""Mickeys Amateurs"", Lullaby Land, Bear Country, Babes in Toyland, Bath Day, Toby Tyler, Birds in the Spring, Out of Scale, Broken Toys, Woodland Café, Those Calloways, ""Canada 67"", Canine Casanova, The Barnyard Battle, The Hockey Champ, The Autograph Hound, Moose Hunters, The Whalers, Billposters, The Fire Fighters, Commando Duck, How to Sleep, Big Red, Davy Crockett and the River Pirates, Goofy, Goofy and Wilbur, How to Play Baseball, Sleepy Time Donald, ""Donalds Diary"", ""Frank Duck Brings Em Back Alive"", Out on a Limb, The Volunteer Worker, Cured Duck, Put-Put Troubles, Timber, Fire Chief, Chef Donald, ""Donalds Off Day"", ""Donalds Tire Trouble"", No Sail, Dumb Bell of the Yukon, The Eyes Have It, ""Donalds Vacation"", Donald Duck and the Gorilla, All in a Nutshell, The Village Smithy, Up a Tree, Bellboy Donald, Lighthouse Keeping, Old MacDonald Duck, ""Donalds Lucky Day"", ""Donalds Camera"", The Riveter, Sky Trooper, ""Donalds Golf Game"", The Vanishing Private, A Good Time for a Dime, The Boatniks, Elmer Elephant, The Busy Beavers, The Old Army Game, Food Will Win the War, Sport Goofy in Soccermania, The Gorilla Mystery, Giantland, Gus, In Search of the Castaways, Hooked Bear, Duck Pimples, In the Bag, The Plastics Inventor, Johnny Tremain, Just Mickey, King Neptune, ""Donalds Better Self"", ""Plutos Christmas Tree"", ""Father Noahs Ark"", Camping Out, The China Plate, The One and Only, Genuine, Original Family Band, The Adventures of Bullwhip Griffin, The Incredible Journey, ""Mickeys Elephant"", Contrary Condor, ""Donalds Dog Laundry"", The Fox Hunt, The Duck Hunt, The Grasshopper and the Ants, ""Dons Fountain of Youth"", The Legend of Coyote Rock, The Flying Jalopy, The Army Mascot, ""Donalds Gold Mine"", Golden Eggs, The Littlest Outlaw, The Flying Mouse, In Beaver Valley, ""Plutos Playmate"", ""Mickeys Nightmare"", The Horse in the Gray Flannel Suit, ""Donalds Cousin Gus"", Dragon Around, The Big Bad Wolf, Jungle Cat, ""Mickeys Garden"", ""Donalds Garden"", ""Plutos Judgement Day"", The Wild Country, The Robber Kitten, ""Plutos Kid Brother"", ""Donalds Penguin"", Puppy Love, The Fighting Prince of Donegal, Tugboat Mickey, Toby Tortoise Returns, ""Mickeys Rival"", The Golden Touch, ""Plutos Dream House"", Self Control, Third Man on the Mountain, Donald Applecore, Old Sequoia, Mr. Mouse Takes a Trip, The Worm Turns, Alpine Climbers, Perri, Merbabies, Mother Goose Melodies, Rescue Dog, Babes in the Woods, ""Mickeys Service Station"", The Misadventures of Merlin Jones, Water Birds, Funny Little Bunnies, ""Plutos Quin-Puplets"", Secrets of Life, Wild Waves, The African Lion, The Light in the Forest, Mail Dog, Zapping Zone, Charley and the Angel, ""Mickeys Follies"", ""Mickeys Gala Premier"", ""Mickeys Grand Opera"", Mickey Down Under, Mickey Mouse series, Pueblo Pluto, Mickey Steps Out, Canine Caddy, Traffic Troubles, Touchdown Mickey, ""Mickeys Mechanical Man"", Two-Gun Mickey, Morris the Midget Moose, The Moth and the Flame, Egyptian Melodies, Window Cleaners, The Kids Who Knew Too Much, Nikki, Wild Dog of the North, Old King Cole, ""Fathers Lion"", ""Orphans Picnic"", Canine Patrol, Wet Paint, Scrooge McDuck and Money, Pioneer Days, Beach Picnic, In Dutch, The Purloined Pup, Pluto Junior, Dog Watch, Pluto and the Armadillo, ""Rcoon Dawg"", ""A Gentlemans Gentleman"", Pantry Pirate, The Sleepwalker, Plutopia, First Aiders, Monkeys, Go Home!, Just Dogs, Blue Rhythm, Salut les Mickey, Sea Scouts, 7 Wise Dwarfs, Smith!, Westward Ho, the Wagons!, Susie the Little Blue Coupe, Farmyard Symphony, Tex, The Beach Party, The Bears and the Bees, The Night Before Christmas, The Pet Store, The Pied Piper, The Steeple Chase, Three Blind Mouseketeers, Tonka, Polar Trappers, The Dognapper, T-Bone for Two, Corn Chips, ""Donalds Dream Voice"", Birds of a Feather, Home Defense, ""Soups On"", ""Plutos Housewarming"", ""Mickeys Fire Brigade"", The Birthday Party, The Apple Dumpling Gang Rides Again, ""Donalds Snow Fight"", Peculiar Penguins, Wynken, Blynken and Nod, Pinocchio, A Corazón Abierto, Amy, Charlie, the Lonesome Cougar, Escape from the Dark, Fun with Mr. Future, Hot Lead and Cold Feet, Men Against the Arctic, ""Mickeys Good Deed"", No Deposit, No Return, Springtime for Pluto, The Alaskan Eskimo, The Boy Who Talked to Badgers, The Horsemasters, The North Avenue Irregulars, Treasure of Matecumbe, Trenchcoat, Winnie the Pooh and a Day for Eeyore, Musicana, Pirates of the Caribbean: Dead Men Tell No Tales, Sofia the First: Once Upon a Princess, Crazy Over Daisy, Donald Duck, Dr. Syn, Alias the Scarecrow, Water Babies, The Bears and I, ""The Best of Walt Disneys True-Life Adventures"", ""The Adventures of Chip n Dale"", ""Minnies Yoo Hoo"", Cruella de Vil, Rhapsody in Blue, Royal Ranch, Star Wars Resistance, The Incredibles, A Dream Called Walt Disney World, EPCOT Center: A Souvenir Program, Hacksaw, Disneyland Around the Seasons, My Dog, the Thief, The Sky Trap, EPCOT, Into the Unknown: Making Frozen 2, ""Floridas Disney Decade"", Lightyear, Magic of the Rails, ""Italia 61"""
"3331";"what is the followed by for selenium has instance of as chemical element ?";"bromine"
"3332";"What is follows and followed by of Clovis I has noble title as king of Franks";"Childeric I, Childeric I, Childeric I, Childeric I"
"3333";"What is award received of Dan Rowan and together with";"Dick Martin"
"3334";"what is the NFPA Health for DDT has safety classification and labelling as NFPA 704: Standard System for the Identification of the Hazards of Materials for Emergency Response ?";"2"
"3335";"What is the excipient with the MIN(pKa) whose has part is hydrogen  ?";"benzoic acid, acetone"
"3336";"What is diplomatic relation of citizenship of Carl Bernstein ?";"Canada, Japan, Norway, Ireland, Hungary, Belgium, Luxembourg, Finland, Sweden, Denmark, Poland, Lithuania, Italy, Switzerland, Greece, Turkey, Portugal, Netherlands, Uruguay, Mexico, Ethiopia, Ghana, France, United Kingdom, ""Peoples Republic of China"", Brazil, Russia, Germany, Belarus, Iceland, Estonia, Latvia, Ukraine, Czech Republic, Slovakia, Slovenia, Moldova, Romania, North Macedonia, Albania, Croatia, Bosnia and Herzegovina, Azerbaijan, Andorra, Cyprus, Georgia, Kazakhstan, Malta, Monaco, Montenegro, Belize, Barbados, Indonesia, Algeria, Uzbekistan, Chile, Singapore, Liechtenstein, Bahrain, Armenia, Serbia, Australia, Argentina, Peru, Cambodia, European Union, Timor-Leste, Chad, New Zealand, India, Tuvalu, Samoa, Vanuatu, Papua New Guinea, Palau, Federated States of Micronesia, Marshall Islands, Kiribati, Mongolia, Fiji, Venezuela, Suriname, Paraguay, Guyana, Ecuador, Bolivia, Trinidad and Tobago, Saint Vincent and the Grenadines, Saint Lucia, Jamaica, Grenada, Guatemala, Honduras, Dominica, Dominican Republic, Haiti, El Salvador, Iraq, Costa Rica, Israel, Panama, Yemen, Nicaragua, Kyrgyzstan, Kuwait, Laos, Lebanon, Maldives, Malaysia, Myanmar, Nepal, Pakistan, Saudi Arabia, Sri Lanka, Syria, Tajikistan, Taiwan, Turkmenistan, Vietnam, South Korea, Afghanistan, Bangladesh, Mali, Angola, Brunei, Tanzania, Philippines, Togo, Tunisia, Zambia, South Sudan, Benin, Botswana, Burkina Faso, Burundi, Comoros, Republic of the Congo, Democratic Republic of the Congo, Djibouti, Equatorial Guinea, Eritrea, Gabon, The Gambia, Guinea, Guinea-Bissau, ""Côte dIvoire"", Cape Verde, Lesotho, Liberia, Libya, Madagascar, Malawi, Mauritania, Mauritius, Morocco, Mozambique, Namibia, Niger, Nigeria, Uganda, Rwanda, São Tomé and Príncipe, Senegal, Seychelles, Sierra Leone, Somalia, Sudan, Eswatini, Kosovo, Cayman Islands, Hong Kong, Macau, Soviet Union, Aruba, Bermuda, Netherlands Antilles, Russian Empire, Kingdom of Hawaiʻi, Holy See, Republic of Texas, State of Palestine"
"3337";"What is NOC Occupation Code of truck driver ?";"7511"
"3338";"what is the point in time for General Hospital has award received as Daytime Emmy Award for Outstanding Younger Actor in a Drama Series ?";"2004-01-01T00:00:00Z, 1999-01-01T00:00:00Z, 2002-01-01T00:00:00Z, 1995-01-01T00:00:00Z, 1998-01-01T00:00:00Z"
"3339";"What is the Catholic church for patron saint of Ignatius of Loyola";"Saint Ignatius of Loyola Church, Esztergom-Víziváros, ""SantIgnazio Church"", iglesia de San Ignacio de Loyola"
"3340";"What is the stainless steel with the MAX(toughness) ?";""
"3341";"What is the country for contains administrative territorial entity of Mizoram";"India"
"3342";"what is the point in time for Mannheim has population as 305741.0 ?";""
